,season,week,winner,w_rank,w_pts,home_away,loser,l_rank,l_pts
4585,2006,12,Boise State,13,49,,Utah State,1000,10
4586,2006,12,Boston College,20,38,,Maryland,21,16
4587,2006,12,Brigham Young,23,42,,New Mexico,1000,17
4588,2006,12,Cincinnati,1000,30,,Rutgers,7,11
4589,2006,12,Florida,3,62,,Western Carolina,1000,0
4590,2006,12,Georgia Tech,18,49,,Duke,1000,21
4591,2006,12,Louisiana State,9,23,,Mississippi,1000,20
4592,2006,12,Louisville,10,31,,South Florida,1000,8
4593,2006,12,Notre Dame,6,41,,Army,1000,9
4594,2006,12,Ohio State,1,42,,Michigan,2,39
4595,2006,12,Oklahoma,16,36,@,Baylor,1000,10
4596,2006,12,Southern California,4,23,,California,17,9
4597,2006,12,Tennessee,22,39,@,Vanderbilt,1000,10
4598,2006,12,Virginia Tech,19,27,@,Wake Forest,14,6
4599,2006,12,Wisconsin,12,35,,Buffalo,1000,3
4600,2006,13,Miami (FL),1000,17,,Boston College,18,14
4601,2006,13,Louisiana State,9,31,@,Arkansas,5,26
4602,2006,13,Nebraska,23,37,,Colorado,1000,14
4603,2006,13,Texas A&M,1000,12,@,Texas,11,7
4604,2006,13,Boise State,12,38,@,Nevada,1000,7
4605,2006,13,Brigham Young,21,33,@,Utah,1000,31
4606,2006,13,Florida,4,21,@,Florida State,1000,14
4607,2006,13,Georgia,1000,15,,Georgia Tech,16,12
4608,2006,13,Hawaii,25,42,,Purdue,1000,35
4609,2006,13,Louisville,8,48,@,Pittsburgh,1000,24
4610,2006,13,Oklahoma,13,27,@,Oklahoma State,1000,21
4611,2006,13,Rutgers,15,38,,Syracuse,1000,7
4612,2006,13,South Carolina,1000,31,@,Clemson,24,28
4613,2006,13,South Florida,1000,24,@,West Virginia,7,19
4614,2006,13,Southern California,3,44,,Notre Dame,6,24
4615,2006,13,Tennessee,19,17,,Kentucky,1000,12
4616,2006,13,Virginia Tech,17,17,,Virginia,1000,0
4617,2006,13,Wake Forest,20,38,@,Maryland,1000,24
4618,2006,14,California,21,26,,Stanford,1000,17
4619,2006,14,Florida,4,38,,Arkansas,8,28
4620,2006,14,Louisville,6,48,,Connecticut,1000,17
4621,2006,14,Oklahoma,8,21,,Nebraska,19,7
4622,2006,14,Oregon State,1000,35,@,Hawaii,24,32
4623,2006,14,UCLA,1000,13,,Southern California,2,9
4624,2006,14,Wake Forest,16,9,,Georgia Tech,23,6
4625,2006,14,West Virginia,15,41,,Rutgers,13,39
4626,2006,15,Texas Christian,25,37,,Northern Illinois,1000,7
4627,2006,15,Brigham Young,19,38,,Oregon,1000,8
4628,2006,16,California,20,45,,Texas A&M,21,10
4629,2006,16,Rutgers,16,37,,Kansas State,1000,10
4630,2006,16,Oregon State,24,39,,Missouri,1000,38
4631,2006,16,Boston College,23,25,,Navy,1000,24
4632,2006,16,Georgia,1000,31,,Virginia Tech,14,24
4633,2006,16,Texas,18,26,,Iowa,1000,24
4634,2006,17,Auburn,10,17,,Nebraska,22,14
4635,2006,17,Boise State,9,43,,Oklahoma,7,42
4636,2006,17,Penn State,1000,20,,Tennessee,17,10
4637,2006,17,Southern California,8,32,,Michigan,3,18
4638,2006,17,West Virginia,13,38,,Georgia Tech,1000,35
4639,2006,17,Wisconsin,6,17,,Arkansas,12,14
4640,2006,18,Louisville,5,24,,Wake Forest,15,13
4641,2006,18,Louisiana State,4,41,,Notre Dame,11,14
4642,2006,18,Florida,2,41,,Ohio State,1,14
4643,2007,1,Boise State,24,56,,Weber State,1000,7
4644,2007,1,Louisiana State,2,45,@,Mississippi State,1000,0
4645,2007,1,Louisville,10,73,,Murray State,1000,10
4646,2007,1,Rutgers,16,38,,Buffalo,1000,3
4647,2007,1,Appalachian State,1000,34,@,Michigan,5,32
4648,2007,1,Arkansas,21,46,,Troy,1000,26
4649,2007,1,Auburn,18,23,,Kansas State,1000,13
4650,2007,1,California,12,45,,Tennessee,15,31
4651,2007,1,Florida,6,49,,Western Kentucky,1000,3
4652,2007,1,Georgia,13,35,,Oklahoma State,1000,14
4653,2007,1,Hawaii,23,63,,Northern Colorado,1000,6
4654,2007,1,Nebraska,20,52,,Nevada,1000,10
4655,2007,1,Ohio State,11,38,,Youngstown State,1000,6
4656,2007,1,Oklahoma,8,79,,North Texas,1000,10
4657,2007,1,Penn State,17,59,,Florida International,1000,0
4658,2007,1,Southern California,1,38,,Idaho,1000,10
4659,2007,1,Texas,4,21,,Arkansas State,1000,13
4660,2007,1,Texas A&M,25,38,,Montana State,1000,7
4661,2007,1,Texas Christian,22,27,,Baylor,1000,0
4662,2007,1,UCLA,14,45,@,Stanford,1000,17
4663,2007,1,Virginia Tech,9,17,,East Carolina,1000,7
4664,2007,1,West Virginia,3,62,,Western Michigan,1000,24
4665,2007,1,Wisconsin,7,42,,Washington State,1000,21
4666,2007,1,Clemson,1000,24,,Florida State,19,18
4667,2007,2,Louisville,8,58,,Middle Tennessee State,1000,42
4668,2007,2,Rutgers,15,41,,Navy,1000,24
4669,2007,2,California,10,34,@,Colorado State,1000,28
4670,2007,2,Clemson,25,49,,Louisiana-Monroe,1000,26
4671,2007,2,Florida,4,59,,Troy,1000,31
4672,2007,2,Georgia Tech,21,69,,Samford,1000,14
4673,2007,2,Hawaii,20,45,@,Louisiana Tech,1000,44
4674,2007,2,Louisiana State,2,48,,Virginia Tech,9,7
4675,2007,2,Nebraska,16,20,@,Wake Forest,1000,17
4676,2007,2,Ohio State,12,20,,Akron,1000,2
4677,2007,2,Oklahoma,5,51,,Miami (FL),1000,13
4678,2007,2,Penn State,14,31,,Notre Dame,1000,10
4679,2007,2,South Carolina,1000,16,@,Georgia,11,12
4680,2007,2,South Florida,1000,26,@,Auburn,17,23
4681,2007,2,Tennessee,24,39,,Southern Mississippi,1000,19
4682,2007,2,Texas,7,34,,Texas Christian,19,13
4683,2007,2,Texas A&M,23,47,,Fresno State,1000,45
4684,2007,2,UCLA,13,27,,Brigham Young,1000,17
4685,2007,2,Washington,1000,24,,Boise State,22,10
4686,2007,2,West Virginia,3,48,@,Marshall,1000,23
4687,2007,2,Wisconsin,5,20,@,Nevada-Las Vegas,1000,13
4688,2007,3,West Virginia,4,31,@,Maryland,1000,14
4689,2007,3,Alabama,1000,41,,Arkansas,16,38
4690,2007,3,Boston College,21,24,@,Georgia Tech,15,10
4691,2007,3,California,8,42,,Louisiana Tech,1000,12
4692,2007,3,Clemson,20,38,,Furman,1000,10
4693,2007,3,Florida,5,59,,Tennessee,22,20
4694,2007,3,Georgia,23,45,,Western Carolina,1000,16
4695,2007,3,Hawaii,24,49,@,Nevada-Las Vegas,1000,14
4696,2007,3,Kentucky,1000,40,,Louisville,9,34
4697,2007,3,Louisiana State,2,44,,Middle Tennessee State,1000,0
4698,2007,3,Ohio State,10,33,@,Washington,1000,14
4699,2007,3,Oklahoma,3,54,,Utah State,1000,3
4700,2007,3,Oregon,19,52,,Fresno State,1000,21
4701,2007,3,Penn State,12,45,,Buffalo,1000,24
4702,2007,3,Rutgers,13,59,,Norfolk State,1000,0
4703,2007,3,South Carolina,17,38,,South Carolina State,1000,3
4704,2007,3,Southern California,1,49,@,Nebraska,14,31
4705,2007,3,Texas,6,35,@,Central Florida,1000,32
4706,2007,3,Texas A&M,25,54,,Louisiana-Monroe,1000,14
4707,2007,3,Utah,1000,44,,UCLA,11,6
4708,2007,3,Virginia Tech,18,28,,Ohio,1000,7
4709,2007,3,Wisconsin,7,45,,Citadel,1000,31
4710,2007,4,Miami (FL),1000,34,,Texas A&M,20,17
4711,2007,4,Oklahoma,4,62,@,Tulsa,1000,21
4712,2007,4,Boston College,14,37,,Army,1000,17
4713,2007,4,California,6,45,,Arizona,1000,27
4714,2007,4,Clemson,15,42,@,North Carolina State,1000,20
4715,2007,4,Florida,3,30,@,Mississippi,1000,24
4716,2007,4,Georgia,22,26,@,Alabama,16,23
4717,2007,4,Hawaii,19,66,,Charleston Southern,1000,10
4718,2007,4,Kentucky,21,42,@,Arkansas,1000,29
4719,2007,4,Louisiana State,2,28,,South Carolina,12,16
4720,2007,4,Michigan,1000,14,,Penn State,10,9
4721,2007,4,Missouri,25,38,,Illinois State,1000,17
4722,2007,4,Nebraska,24,41,,Ball State,1000,40
4723,2007,4,Ohio State,8,58,,Northwestern,1000,7
4724,2007,4,Oregon,13,55,@,Stanford,1000,31
4725,2007,4,South Florida,23,37,,North Carolina,1000,10
4726,2007,4,Southern California,1,47,,Washington State,1000,14
4727,2007,4,Syracuse,1000,38,@,Louisville,18,35
4728,2007,4,Texas,7,58,,Rice,1000,14
4729,2007,4,Virginia Tech,17,44,,William & Mary,1000,3
4730,2007,4,West Virginia,5,48,,East Carolina,1000,7
4731,2007,4,Wisconsin,9,17,,Iowa,1000,13
4732,2007,5,South Florida,18,21,,West Virginia,5,13
4733,2007,5,Arizona State,23,41,@,Stanford,1000,3
4734,2007,5,Auburn,1000,20,@,Florida,4,17
4735,2007,5,Boston College,12,24,,Massachusetts,1000,14
4736,2007,5,California,6,31,@,Oregon,11,24
4737,2007,5,Cincinnati,24,52,@,San Diego State,1000,23
4738,2007,5,Colorado,1000,27,,Oklahoma,3,24
4739,2007,5,Florida State,1000,21,,Alabama,22,14
4740,2007,5,Georgia,15,45,,Mississippi,1000,17
4741,2007,5,Georgia Tech,1000,13,,Clemson,13,3
4742,2007,5,Hawaii,19,48,@,Idaho,1000,20
4743,2007,5,Illinois,1000,27,,Penn State,21,20
4744,2007,5,Kansas State,1000,41,@,Texas,7,21
4745,2007,5,Kentucky,14,45,,Florida Atlantic,1000,17
4746,2007,5,Louisiana State,2,34,@,Tulane,1000,9
4747,2007,5,Maryland,1000,34,@,Rutgers,10,24
4748,2007,5,Nebraska,25,35,,Iowa State,1000,17
4749,2007,5,Ohio State,8,30,@,Minnesota,1000,7
4750,2007,5,South Carolina,16,38,,Mississippi State,1000,21
4751,2007,5,Southern California,1,27,@,Washington,1000,24
4752,2007,5,Virginia Tech,17,17,,North Carolina,1000,10
4753,2007,5,Wisconsin,9,37,,Michigan State,1000,34
4754,2007,6,South Carolina,11,38,,Kentucky,8,23
4755,2007,6,Arizona State,18,23,@,Washington State,1000,20
4756,2007,6,Boston College,7,55,,Bowling Green State,1000,24
4757,2007,6,Cincinnati,20,28,@,Rutgers,21,23
4758,2007,6,Hawaii,16,52,,Utah State,1000,37
4759,2007,6,Illinois,1000,31,,Wisconsin,5,26
4760,2007,6,Kansas,1000,30,@,Kansas State,24,24
4761,2007,6,Louisiana State,1,28,,Florida,9,24
4762,2007,6,Missouri,17,41,,Nebraska,25,6
4763,2007,6,Ohio State,4,23,@,Purdue,23,7
4764,2007,6,Oklahoma,10,28,,Texas,19,21
4765,2007,6,South Florida,6,35,@,Florida Atlantic,1000,23
4766,2007,6,Stanford,1000,24,@,Southern California,2,23
4767,2007,6,Tennessee,1000,35,,Georgia,12,14
4768,2007,6,Virginia Tech,15,41,@,Clemson,22,23
4769,2007,6,West Virginia,13,55,@,Syracuse,1000,14
4770,2007,7,Wake Forest,1000,24,,Florida State,21,21
4771,2007,7,Hawaii,16,42,@,San Jose State,1000,35
4772,2007,7,Arizona State,14,44,,Washington,1000,20
4773,2007,7,Auburn,22,9,@,Arkansas,1000,7
4774,2007,7,Boston College,4,27,@,Notre Dame,1000,14
4775,2007,7,Georgia,24,20,@,Vanderbilt,1000,17
4776,2007,7,Iowa,1000,10,,Illinois,18,6
4777,2007,7,Kansas,20,58,,Baylor,1000,10
4778,2007,7,Kentucky,17,43,,Louisiana State,1,37
4779,2007,7,Louisville,1000,28,@,Cincinnati,15,24
4780,2007,7,Ohio State,3,48,,Kent State,1000,3
4781,2007,7,Oklahoma,6,41,,Missouri,11,31
4782,2007,7,Oregon,9,53,,Washington State,1000,7
4783,2007,7,Oregon State,1000,31,@,California,2,28
4784,2007,7,Penn State,1000,38,,Wisconsin,19,7
4785,2007,7,South Carolina,7,21,@,North Carolina,1000,15
4786,2007,7,South Florida,5,64,,Central Florida,1000,12
4787,2007,7,Southern California,10,20,,Arizona,1000,13
4788,2007,7,Tennessee,25,33,@,Mississippi State,1000,21
4789,2007,7,Texas,23,56,@,Iowa State,1000,3
4790,2007,7,Virginia Tech,12,43,@,Duke,1000,14
4791,2007,8,Rutgers,1000,30,,South Florida,2,27
4792,2007,8,Alabama,1000,41,,Tennessee,20,17
4793,2007,8,Florida,14,45,@,Kentucky,8,37
4794,2007,8,Kansas,15,19,@,Colorado,1000,14
4795,2007,8,Louisiana State,5,30,,Auburn,18,24
4796,2007,8,Michigan,24,27,@,Illinois,1000,17
4797,2007,8,Missouri,15,41,,Texas Tech,22,10
4798,2007,8,Ohio State,1,24,,Michigan State,1000,17
4799,2007,8,Oklahoma,4,17,@,Iowa State,1000,7
4800,2007,8,Oklahoma State,1000,41,,Kansas State,25,39
4801,2007,8,Oregon,7,55,@,Washington,1000,34
4802,2007,8,Pittsburgh,1000,24,,Cincinnati,23,17
4803,2007,8,Southern California,13,38,@,Notre Dame,1000,0
4804,2007,8,Texas,19,31,@,Baylor,1000,10
4805,2007,8,UCLA,1000,30,,California,10,21
4806,2007,8,Vanderbilt,1000,17,@,South Carolina,6,6
4807,2007,8,West Virginia,9,38,,Mississippi State,1000,13
4808,2007,9,Boston College,2,14,@,Virginia Tech,8,10
4809,2007,9,Arizona State,7,31,,California,18,20
4810,2007,9,Auburn,23,17,,Mississippi,1000,3
4811,2007,9,Connecticut,1000,22,,South Florida,11,15
4812,2007,9,Georgia,20,42,,Florida,9,30
4813,2007,9,Hawaii,16,50,,New Mexico State,1000,13
4814,2007,9,Kansas,12,19,@,Texas A&M,1000,11
4815,2007,9,Michigan,19,34,,Minnesota,1000,10
4816,2007,9,Mississippi State,1000,31,@,Kentucky,14,14
4817,2007,9,Missouri,13,42,,Iowa State,1000,28
4818,2007,9,North Carolina State,1000,29,,Virginia,21,24
4819,2007,9,Ohio State,1,37,@,Penn State,24,17
4820,2007,9,Oregon,5,24,,Southern California,9,17
4821,2007,9,Tennessee,1000,27,,South Carolina,15,24
4822,2007,9,Texas,17,28,,Nebraska,1000,25
4823,2007,9,West Virginia,6,31,@,Rutgers,25,3
4824,2007,10,Virginia Tech,11,27,@,Georgia Tech,1000,3
4825,2007,10,Arkansas,1000,48,,South Carolina,23,36
4826,2007,10,Auburn,19,35,,Tennessee Tech,1000,3
4827,2007,10,Boise State,21,42,,San Jose State,1000,7
4828,2007,10,Cincinnati,1000,38,@,South Florida,20,33
4829,2007,10,Clemson,25,47,@,Duke,1000,10
4830,2007,10,Connecticut,16,38,,Rutgers,1000,19
4831,2007,10,Florida,18,49,,Vanderbilt,1000,22
4832,2007,10,Florida State,1000,27,@,Boston College,2,17
4833,2007,10,Georgia,10,44,,Troy,1000,34
4834,2007,10,Kansas,8,76,,Nebraska,1000,39
4835,2007,10,Louisiana State,3,41,@,Alabama,17,34
4836,2007,10,Michigan,15,28,@,Michigan State,1000,24
4837,2007,10,Missouri,9,55,@,Colorado,1000,10
4838,2007,10,Ohio State,1,38,,Wisconsin,1000,17
4839,2007,10,Oklahoma,5,42,,Texas A&M,1000,14
4840,2007,10,Oregon,4,35,,Arizona State,6,23
4841,2007,10,Southern California,13,24,,Oregon State,1000,3
4842,2007,10,Tennessee,24,59,,Louisiana,1000,7
4843,2007,10,Texas,14,38,@,Oklahoma State,1000,35
4844,2007,10,Virginia,1000,17,,Wake Forest,21,16
4845,2007,11,West Virginia,6,38,,Louisville,1000,31
4846,2007,11,Arizona State,9,24,@,UCLA,1000,20
4847,2007,11,Boise State,19,52,@,Utah State,1000,0
4848,2007,11,Cincinnati,1000,27,,Connecticut,16,3
4849,2007,11,Clemson,20,44,,Wake Forest,1000,10
4850,2007,11,Florida,17,51,@,South Carolina,1000,31
4851,2007,11,Georgia,10,45,,Auburn,18,20
4852,2007,11,Hawaii,14,37,,Fresno State,1000,30
4853,2007,11,Illinois,1000,28,@,Ohio State,1,21
4854,2007,11,Kansas,5,43,@,Oklahoma State,1000,28
4855,2007,11,Kentucky,24,27,@,Vanderbilt,1000,20
4856,2007,11,Louisiana State,2,58,,Louisiana Tech,1000,10
4857,2007,11,Maryland,1000,42,,Boston College,8,35
4858,2007,11,Mississippi State,1000,17,,Alabama,21,12
4859,2007,11,Missouri,7,40,,Texas A&M,1000,26
4860,2007,11,Oklahoma,4,52,,Baylor,1000,21
4861,2007,11,Southern California,12,24,@,California,24,17
4862,2007,11,Tennessee,22,34,,Arkansas,1000,13
4863,2007,11,Texas,15,59,,Texas Tech,1000,43
4864,2007,11,Virginia,23,48,@,Miami (FL),1000,0
4865,2007,11,Virginia Tech,11,40,,Florida State,1000,21
4866,2007,11,Wisconsin,1000,37,,Michigan,13,21
4867,2007,12,Arizona,1000,34,,Oregon,2,24
4868,2007,12,Hawaii,13,28,@,Nevada,1000,26
4869,2007,12,Boise State,17,58,,Idaho,1000,14
4870,2007,12,Boston College,18,20,@,Clemson,15,17
4871,2007,12,Connecticut,25,30,,Syracuse,1000,7
4872,2007,12,Florida,14,59,,Florida Atlantic,1000,20
4873,2007,12,Georgia,8,24,,Kentucky,22,13
4874,2007,12,Illinois,20,41,,Northwestern,1000,22
4875,2007,12,Kansas,4,45,,Iowa State,1000,7
4876,2007,12,Louisiana State,1,41,@,Mississippi,1000,24
4877,2007,12,Missouri,6,49,@,Kansas State,1000,32
4878,2007,12,Ohio State,7,14,@,Michigan,23,3
4879,2007,12,Tennessee,19,25,,Vanderbilt,1000,24
4880,2007,12,Texas Tech,1000,34,,Oklahoma,3,27
4881,2007,12,Virginia Tech,10,44,,Miami (FL),1000,14
4882,2007,12,West Virginia,5,28,@,Cincinnati,21,23
4883,2007,12,Wisconsin,24,41,@,Minnesota,1000,34
4884,2007,13,Southern California,11,44,@,Arizona State,7,24
4885,2007,13,Arkansas,1000,50,@,Louisiana State,1,48
4886,2007,13,Hawaii,14,39,,Boise State,17,27
4887,2007,13,Texas A&M,1000,38,,Texas,13,30
4888,2007,13,Auburn,25,17,,Alabama,1000,10
4889,2007,13,Boston College,15,28,,Miami (FL),1000,14
4890,2007,13,Brigham Young,23,17,,Utah,1000,10
4891,2007,13,Cincinnati,24,52,@,Syracuse,1000,31
4892,2007,13,Clemson,21,23,@,South Carolina,1000,21
4893,2007,13,Florida,12,45,,Florida State,1000,12
4894,2007,13,Georgia,6,31,@,Georgia Tech,1000,17
4895,2007,13,Missouri,3,36,,Kansas,2,28
4896,2007,13,Oklahoma,10,49,,Oklahoma State,1000,17
4897,2007,13,Tennessee,19,52,@,Kentucky,1000,50
4898,2007,13,UCLA,1000,16,,Oregon,9,0
4899,2007,13,Virginia Tech,8,33,@,Virginia,16,21
4900,2007,13,West Virginia,4,66,,Connecticut,20,21
4901,2007,14,Arizona State,13,20,,Arizona,1000,17
4902,2007,14,Brigham Young,21,48,@,San Diego State,1000,27
4903,2007,14,Hawaii,11,35,,Washington,1000,28
4904,2007,14,Louisiana State,5,21,,Tennessee,14,14
4905,2007,14,Oklahoma,9,38,,Missouri,1,17
4906,2007,14,Oregon State,1000,38,@,Oregon,18,31
4907,2007,14,Pittsburgh,1000,13,@,West Virginia,2,9
4908,2007,14,Southern California,8,24,,UCLA,1000,7
4909,2007,14,Virginia Tech,6,30,,Boston College,12,16
4910,2007,15,Brigham Young,19,17,,UCLA,1000,16
4911,2007,15,Cincinnati,20,31,,Southern Mississippi,1000,21
4912,2007,15,East Carolina,1000,41,,Boise State,24,38
4913,2007,16,Texas,17,52,,Arizona State,12,34
4914,2007,16,Boston College,14,24,,Michigan State,1000,21
4915,2007,17,Auburn,22,23,,Clemson,15,20
4916,2007,17,Oregon,1000,56,,South Florida,23,21
4917,2007,18,Georgia,4,41,,Hawaii,10,10
4918,2007,18,Michigan,1000,41,,Florida,9,35
4919,2007,18,Missouri,7,38,,Arkansas,25,7
4920,2007,18,Southern California,6,49,,Illinois,13,17
4921,2007,18,Tennessee,16,21,,Wisconsin,18,17
4922,2007,18,Texas Tech,1000,31,,Virginia,21,28
4923,2007,18,West Virginia,11,48,,Oklahoma,3,28
4924,2007,18,Kansas,8,24,,Virginia Tech,5,21
4925,2007,18,Louisiana State,2,38,,Ohio State,1,24
4926,2008,1,Wake Forest,23,41,@,Baylor,1000,13
4927,2008,1,Alabama,24,34,,Clemson,9,10
4928,2008,1,Arizona State,15,30,,Northern Arizona,1000,13
4929,2008,1,Auburn,10,34,,Louisiana-Monroe,1000,0
4930,2008,1,Bowling Green State,1000,27,@,Pittsburgh,25,17
4931,2008,1,Brigham Young,16,41,,Northern Iowa,1000,17
4932,2008,1,East Carolina,1000,27,,Virginia Tech,17,22
4933,2008,1,Florida,5,56,,Hawaii,1000,10
4934,2008,1,Georgia,1,45,,Georgia Southern,1000,21
4935,2008,1,Kansas,14,40,,Florida International,1000,10
4936,2008,1,Louisiana State,7,41,,Appalachian State,1000,13
4937,2008,1,Missouri,6,52,,Illinois,20,42
4938,2008,1,Ohio State,2,43,,Youngstown State,1000,0
4939,2008,1,Oklahoma,4,57,,Chattanooga,1000,2
4940,2008,1,Oregon,21,44,,Washington,1000,10
4941,2008,1,Penn State,22,66,,Coastal Carolina,1000,10
4942,2008,1,South Florida,19,56,,Tennessee-Martin,1000,7
4943,2008,1,Southern California,3,52,@,Virginia,1000,7
4944,2008,1,Texas,11,52,,Florida Atlantic,1000,10
4945,2008,1,Texas Tech,12,49,,Eastern Washington,1000,24
4946,2008,1,West Virginia,8,48,,Villanova,1000,21
4947,2008,1,Wisconsin,13,38,,Akron,1000,17
4948,2008,1,UCLA,1000,27,,Tennessee,18,24
4949,2008,2,Vanderbilt,1000,24,,South Carolina,24,17
4950,2008,2,Alabama,13,20,,Tulane,1000,6
4951,2008,2,Arizona State,15,41,,Stanford,1000,17
4952,2008,2,Auburn,9,27,,Southern Mississippi,1000,13
4953,2008,2,Brigham Young,15,28,@,Washington,1000,27
4954,2008,2,East Carolina,1000,24,,West Virginia,8,3
4955,2008,2,Florida,5,26,,Miami (FL),1000,3
4956,2008,2,Georgia,2,56,,Central Michigan,1000,17
4957,2008,2,Illinois,24,47,,Eastern Illinois,1000,21
4958,2008,2,Kansas,14,29,,Louisiana Tech,1000,0
4959,2008,2,Missouri,6,52,,Southeast Missouri State,1000,3
4960,2008,2,Ohio State,3,26,,Ohio,1000,14
4961,2008,2,Oklahoma,4,52,,Cincinnati,1000,26
4962,2008,2,Oregon,18,66,,Utah State,1000,24
4963,2008,2,Penn State,19,45,,Oregon State,1000,14
4964,2008,2,South Florida,17,31,@,Central Florida,1000,24
4965,2008,2,Texas,10,42,@,Texas-El Paso,1000,13
4966,2008,2,Texas Tech,12,35,@,Nevada,1000,19
4967,2008,2,Utah,22,42,,Nevada-Las Vegas,1000,21
4968,2008,2,Wake Forest,20,30,,Mississippi,1000,28
4969,2008,2,Wisconsin,11,51,,Marshall,1000,14
4970,2008,3,South Florida,19,37,,Kansas,13,34
4971,2008,3,Alabama,11,41,,Western Kentucky,1000,7
4972,2008,3,Auburn,9,3,@,Mississippi State,1000,2
4973,2008,3,Brigham Young,18,59,,UCLA,1000,0
4974,2008,3,East Carolina,14,28,@,Tulane,1000,24
4975,2008,3,Georgia,2,14,@,South Carolina,1000,7
4976,2008,3,Illinois,24,20,,Louisiana,1000,17
4977,2008,3,Louisiana State,7,41,,North Texas,1000,3
4978,2008,3,Maryland,1000,35,,California,23,27
4979,2008,3,Missouri,6,69,,Nevada,1000,17
4980,2008,3,Nevada-Las Vegas,1000,23,@,Arizona State,15,20
4981,2008,3,Oklahoma,3,55,@,Washington,1000,14
4982,2008,3,Oregon,16,32,@,Purdue,1000,26
4983,2008,3,Penn State,17,55,@,Syracuse,1000,13
4984,2008,3,Southern California,1,35,,Ohio State,5,3
4985,2008,3,Texas Tech,12,43,,Southern Methodist,1000,7
4986,2008,3,Utah,22,58,@,Utah State,1000,10
4987,2008,3,Wisconsin,10,13,@,Fresno State,21,10
4988,2008,4,Colorado,1000,17,,West Virginia,21,14
4989,2008,4,Alabama,9,49,@,Arkansas,1000,14
4990,2008,4,Boise State,1000,37,@,Oregon,17,32
4991,2008,4,Brigham Young,14,44,,Wyoming,1000,0
4992,2008,4,Clemson,23,54,,South Carolina State,1000,0
4993,2008,4,Florida,4,30,@,Tennessee,1000,6
4994,2008,4,Fresno State,25,55,@,Toledo,1000,54
4995,2008,4,Georgia,3,27,@,Arizona State,1000,10
4996,2008,4,Kansas,19,38,,Sam Houston State,1000,14
4997,2008,4,Louisiana State,6,26,@,Auburn,10,21
4998,2008,4,Missouri,5,42,,Buffalo,1000,21
4999,2008,4,North Carolina State,1000,30,,East Carolina,15,24
5000,2008,4,Ohio State,13,28,,Troy,1000,10
5001,2008,4,Penn State,16,45,,Temple,1000,3
5002,2008,4,South Florida,12,17,@,Florida International,1000,9
5003,2008,4,Texas,7,52,,Rice,1000,10
5004,2008,4,Texas Tech,11,56,,Massachusetts,1000,14
5005,2008,4,Utah,20,30,@,Air Force,1000,23
5006,2008,4,Wake Forest,18,12,@,Florida State,24,3
5007,2008,5,Oregon State,1000,27,,Southern California,1,21
5008,2008,5,Alabama,8,41,@,Georgia,3,30
5009,2008,5,Auburn,15,14,,Tennessee,1000,12
5010,2008,5,Fresno State,25,36,@,UCLA,1000,31
5011,2008,5,Houston,1000,41,@,East Carolina,23,24
5012,2008,5,Louisiana State,5,34,,Mississippi State,1000,24
5013,2008,5,Maryland,1000,20,@,Clemson,20,17
5014,2008,5,Michigan,1000,27,,Wisconsin,9,25
5015,2008,5,Mississippi,1000,31,@,Florida,4,30
5016,2008,5,Navy,1000,24,@,Wake Forest,16,17
5017,2008,5,Ohio State,14,34,,Minnesota,1000,21
5018,2008,5,Oklahoma,2,35,,Texas Christian,24,10
5019,2008,5,Penn State,12,38,,Illinois,22,24
5020,2008,5,South Florida,13,41,@,North Carolina State,1000,10
5021,2008,5,Texas,7,52,,Arkansas,1000,10
5022,2008,5,Utah,17,37,,Weber State,1000,21
5023,2008,6,Boise State,17,38,,Louisiana Tech,1000,3
5024,2008,6,Pittsburgh,1000,26,@,South Florida,10,21
5025,2008,6,Utah,15,31,,Oregon State,1000,28
5026,2008,6,Brigham Young,8,34,@,Utah State,1000,14
5027,2008,6,Alabama,2,17,,Kentucky,1000,14
5028,2008,6,Florida,12,38,@,Arkansas,1000,7
5029,2008,6,Hawaii,1000,32,@,Fresno State,22,29
5030,2008,6,Kansas,16,35,@,Iowa State,1000,33
5031,2008,6,Missouri,4,52,@,Nebraska,1000,17
5032,2008,6,North Carolina,1000,38,,Connecticut,24,12
5033,2008,6,Ohio State,14,20,@,Wisconsin,18,17
5034,2008,6,Oklahoma,1,49,@,Baylor,1000,17
5035,2008,6,Oklahoma State,21,56,,Texas A&M,1000,28
5036,2008,6,Penn State,6,20,@,Purdue,1000,6
5037,2008,6,Southern California,9,44,,Oregon,23,10
5038,2008,6,Texas,5,38,@,Colorado,1000,14
5039,2008,6,Texas Tech,7,58,@,Kansas State,1000,28
5040,2008,6,Vanderbilt,19,14,,Auburn,13,13
5041,2008,6,Virginia Tech,20,27,,Western Kentucky,1000,13
5042,2008,7,Wake Forest,21,12,,Clemson,1000,7
5043,2008,7,Arkansas,1000,25,@,Auburn,20,22
5044,2008,7,Ball State,25,24,@,Western Kentucky,1000,7
5045,2008,7,Boise State,15,24,@,Southern Mississippi,1000,7
5046,2008,7,Brigham Young,9,21,,New Mexico,1000,3
5047,2008,7,Florida,11,51,,Louisiana State,4,21
5048,2008,7,Georgia,10,26,,Tennessee,1000,14
5049,2008,7,Kansas,16,30,,Colorado,1000,14
5050,2008,7,Michigan State,23,37,@,Northwestern,1000,20
5051,2008,7,Mississippi State,1000,17,,Vanderbilt,13,14
5052,2008,7,North Carolina,22,29,,Notre Dame,1000,24
