,season,week,winner,w_rank,w_pts,home_away,loser,l_rank,l_pts
8948,2002,8,Temple,,17,,Syracuse,,16
8949,2002,8,Texas A&M,,41,@,Baylor,,0
8950,2002,8,Texas Christian,,46,@,Army,,27
8951,2002,8,Toledo,,37,,Ball State,,17
8952,2002,8,Tulane,,35,,Cincinnati,,17
8953,2002,8,Virginia,,22,,Clemson,,17
8954,2002,8,Wake Forest,,36,,Duke,,10
8955,2002,8,Washington,22,32,,Arizona,,28
8956,2002,8,Washington State,12,36,@,Stanford,,11
8957,2002,8,West Virginia,,40,@,Rutgers,,0
8958,2002,9,Maryland,,34,,Georgia Tech,,10
8959,2002,9,Boise State,,67,,Fresno State,,21
8960,2002,9,Alabama,24,42,,Mississippi,21,7
8961,2002,9,Arizona State,,45,@,Oregon,6,42
8962,2002,9,Ball State,,42,,Eastern Michigan,,17
8963,2002,9,Boston College,,46,,Navy,,21
8964,2002,9,Bowling Green State,25,48,,Western Michigan,,45
8965,2002,9,California,,17,,UCLA,,12
8966,2002,9,Clemson,,31,,Wake Forest,,23
8967,2002,9,Colorado,23,34,,Baylor,,0
8968,2002,9,Colorado State,,28,@,Utah,,20
8969,2002,9,Florida,,30,,Auburn,,23
8970,2002,9,Georgia,5,48,,Vanderbilt,,17
8971,2002,9,Hawaii,,37,,Tulsa,,14
8972,2002,9,Houston,,56,,Army,,42
8973,2002,9,Iowa,15,24,@,Indiana,,8
8974,2002,9,Kentucky,,29,@,Arkansas,,17
8975,2002,9,Louisiana State,14,38,,South Carolina,,14
8976,2002,9,Marshall,,24,,Troy,,7
8977,2002,9,Miami (OH),,49,@,Buffalo,,0
8978,2002,9,Michigan,11,23,@,Purdue,,21
8979,2002,9,Middle Tennessee State,,48,,Louisiana,,35
8980,2002,9,Minnesota,,28,@,Michigan State,,7
8981,2002,9,Mississippi State,,29,@,Memphis,,17
8982,2002,9,Nevada,,52,,San Jose State,,24
8983,2002,9,Nevada-Las Vegas,,24,@,Brigham Young,,3
8984,2002,9,New Mexico State,,34,,Louisiana-Monroe,,21
8985,2002,9,North Carolina State,13,24,,Duke,,22
8986,2002,9,North Texas,,13,@,Arkansas State,,10
8987,2002,9,Northern Illinois,,49,,Central Michigan,,0
8988,2002,9,Notre Dame,7,21,@,Air Force,18,14
8989,2002,9,Ohio,,50,@,Kent State,,0
8990,2002,9,Ohio State,4,19,@,Wisconsin,,14
8991,2002,9,Oklahoma,2,49,,Iowa State,9,3
8992,2002,9,Oklahoma State,,24,,Nebraska,,21
8993,2002,9,Penn State,20,49,,Northwestern,,0
8994,2002,9,San Diego State,,24,@,Wyoming,,20
8995,2002,9,South Florida,,46,@,East Carolina,,30
8996,2002,9,Southern California,19,41,,Washington,22,21
8997,2002,9,Southern Methodist,,37,,Louisiana Tech,,34
8998,2002,9,Southern Mississippi,,23,,Cincinnati,,14
8999,2002,9,Stanford,,16,,Arizona,,6
9000,2002,9,Temple,,38,@,Connecticut,,24
9001,2002,9,Texas,8,17,@,Kansas State,17,14
9002,2002,9,Texas A&M,,47,@,Kansas,,22
9003,2002,9,Texas Christian,,45,@,Louisville,,31
9004,2002,9,Texas Tech,,52,,Missouri,,38
9005,2002,9,Texas-El Paso,,38,,Rice,,35
9006,2002,9,Toledo,,27,@,Central Florida,,24
9007,2002,9,Tulane,,35,,Alabama-Birmingham,,14
9008,2002,9,Utah State,,45,,New Mexico,,44
9009,2002,9,Virginia,,37,,North Carolina,,27
9010,2002,9,Virginia Tech,3,35,,Rutgers,,14
9011,2002,9,West Virginia,,34,,Syracuse,,7
9012,2002,10,Colorado State,,37,,Brigham Young,,10
9013,2002,10,North Carolina State,12,38,@,Clemson,,6
9014,2002,10,Hawaii,,31,@,Fresno State,,21
9015,2002,10,Alabama,19,34,@,Tennessee,16,14
9016,2002,10,Alabama-Birmingham,,29,@,Army,,26
9017,2002,10,Arizona State,23,27,,Washington,,16
9018,2002,10,Arkansas,,48,,Mississippi,,28
9019,2002,10,Auburn,,31,,Louisiana State,10,7
9020,2002,10,Boise State,,45,@,San Jose State,,8
9021,2002,10,Bowling Green State,24,38,,Ball State,,20
9022,2002,10,Central Florida,,28,,Akron,,17
9023,2002,10,Cincinnati,,48,,Memphis,,10
9024,2002,10,Colorado,21,37,,Texas Tech,,13
9025,2002,10,Georgia,5,52,@,Kentucky,,24
9026,2002,10,Georgia Tech,,23,,Virginia,,15
9027,2002,10,Idaho,,21,,Middle Tennessee State,,18
9028,2002,10,Illinois,,45,,Indiana,,14
9029,2002,10,Iowa,13,34,@,Michigan,8,9
9030,2002,10,Kansas State,20,44,@,Baylor,,10
9031,2002,10,Kent State,,16,@,Buffalo,,12
9032,2002,10,Louisiana Tech,,50,,Nevada,,47
9033,2002,10,Louisiana-Monroe,,51,,Utah State,,48
9034,2002,10,Louisville,,44,,East Carolina,,20
9035,2002,10,Marshall,,23,@,Central Michigan,,18
9036,2002,10,Maryland,,45,@,Duke,,12
9037,2002,10,Miami (FL),1,40,@,West Virginia,,23
9038,2002,10,Miami (OH),,27,@,Toledo,,13
9039,2002,10,Missouri,,36,,Kansas,,12
9040,2002,10,Nebraska,,38,@,Texas A&M,,31
9041,2002,10,New Mexico,,42,,Utah,,35
9042,2002,10,New Mexico State,,26,@,Arkansas State,,21
9043,2002,10,North Texas,,27,@,Louisiana,,0
9044,2002,10,Northern Illinois,,24,@,Western Michigan,,20
9045,2002,10,Notre Dame,6,34,@,Florida State,11,24
9046,2002,10,Ohio State,4,13,,Penn State,18,7
9047,2002,10,Oregon State,,24,,California,,13
9048,2002,10,Pittsburgh,,19,,Boston College,,16
9049,2002,10,Purdue,,42,@,Northwestern,,13
9050,2002,10,Rice,,27,,Southern Methodist,,15
9051,2002,10,San Diego State,,31,,Nevada-Las Vegas,,21
9052,2002,10,Southern California,15,44,@,Oregon,14,33
9053,2002,10,Syracuse,,45,,Rutgers,,14
9054,2002,10,Texas,7,21,,Iowa State,17,10
9055,2002,10,Troy,,21,,Florida Atlantic,,6
9056,2002,10,Tulane,,51,,Navy,,30
9057,2002,10,Tulsa,,20,,Texas-El Paso,,0
9058,2002,10,UCLA,,28,,Stanford,,18
9059,2002,10,Vanderbilt,,28,,Connecticut,,24
9060,2002,10,Virginia Tech,3,20,,Temple,,10
9061,2002,10,Wake Forest,,31,,North Carolina,,0
9062,2002,10,Washington State,9,21,@,Arizona,,13
9063,2002,10,Wisconsin,,42,@,Michigan State,,24
9064,2002,10,Wyoming,,34,,Air Force,22,26
9065,2002,11,Texas Christian,,37,,Southern Mississippi,,7
9066,2002,11,Colorado State,24,31,@,Air Force,,12
9067,2002,11,Akron,,34,,Marshall,,20
9068,2002,11,Alabama,12,30,@,Vanderbilt,,8
9069,2002,11,Arkansas,,23,,Troy,,0
9070,2002,11,Arkansas State,,38,,Southern Utah,,16
9071,2002,11,Auburn,,31,@,Mississippi,,24
9072,2002,11,Ball State,,17,,Western Michigan,,7
9073,2002,11,Boise State,,58,@,Texas-El Paso,,3
9074,2002,11,Boston College,,14,@,Notre Dame,4,7
9075,2002,11,Bowling Green State,21,45,@,Kent State,,14
9076,2002,11,Brigham Young,,34,,San Diego State,,10
9077,2002,11,Central Michigan,,47,@,Eastern Michigan,,21
9078,2002,11,Clemson,,34,@,Duke,,31
9079,2002,11,Connecticut,,61,,Florida Atlantic,,14
9080,2002,11,Florida,,20,,Georgia,5,13
9081,2002,11,Florida State,18,34,@,Wake Forest,,21
9082,2002,11,Georgia Tech,,24,@,North Carolina State,10,17
9083,2002,11,Hawaii,,40,,San Jose State,,31
9084,2002,11,Houston,,26,@,Memphis,,21
9085,2002,11,Iowa,9,20,,Wisconsin,,3
9086,2002,11,Iowa State,22,42,,Missouri,,35
9087,2002,11,Kansas State,14,64,@,Kansas,,0
9088,2002,11,Kentucky,,45,@,Mississippi State,,24
9089,2002,11,Louisiana,,31,,Idaho,,28
9090,2002,11,Maryland,,59,@,North Carolina,,7
9091,2002,11,Miami (FL),1,42,@,Rutgers,,17
9092,2002,11,Miami (OH),,38,,Ohio,,20
9093,2002,11,Michigan,15,49,,Michigan State,,3
9094,2002,11,Nevada,,24,@,Southern Methodist,,6
9095,2002,11,Nevada-Las Vegas,,49,,Wyoming,,48
9096,2002,11,New Mexico State,,24,,Middle Tennessee State,,21
9097,2002,11,North Texas,,41,,Louisiana-Monroe,,2
9098,2002,11,Northwestern,,41,,Indiana,,37
9099,2002,11,Ohio State,6,34,,Minnesota,23,3
9100,2002,11,Oklahoma,2,27,,Colorado,13,11
9101,2002,11,Oklahoma State,,28,,Texas A&M,,23
9102,2002,11,Oregon,19,41,,Stanford,,14
9103,2002,11,Oregon State,,38,,Arizona,,3
9104,2002,11,Penn State,20,18,,Illinois,,7
9105,2002,11,Pittsburgh,,28,@,Virginia Tech,3,21
9106,2002,11,Rice,,33,@,Tulsa,,18
9107,2002,11,South Florida,,56,,Charleston Southern,,6
9108,2002,11,Syracuse,,38,@,Central Florida,,35
9109,2002,11,Tennessee,25,18,@,South Carolina,,10
9110,2002,11,Texas,7,27,@,Nebraska,,24
9111,2002,11,Texas Tech,,62,,Baylor,,11
9112,2002,11,UCLA,,34,@,Washington,,24
9113,2002,11,Washington State,8,44,,Arizona State,16,22
9114,2002,11,West Virginia,,46,@,Temple,,20
9115,2002,12,Cincinnati,,24,@,Louisville,,14
9116,2002,12,Air Force,,49,@,Army,,30
9117,2002,12,Alabama,11,28,,Mississippi State,,14
9118,2002,12,Arkansas,,23,@,South Carolina,,0
9119,2002,12,Auburn,,52,,Louisiana-Monroe,,14
9120,2002,12,Boise State,,49,,Rice,,7
9121,2002,12,Brigham Young,,35,,Wyoming,,31
9122,2002,12,California,,55,@,Arizona State,25,38
9123,2002,12,Central Florida,,45,@,Buffalo,,21
9124,2002,12,Clemson,,42,@,North Carolina,,12
9125,2002,12,Colorado,18,42,@,Missouri,,35
9126,2002,12,Connecticut,,63,,Kent State,,21
9127,2002,12,East Carolina,,54,@,Houston,,48
9128,2002,12,Florida,23,21,@,Vanderbilt,,17
9129,2002,12,Florida State,17,21,@,Georgia Tech,,13
9130,2002,12,Fresno State,,31,,Tulsa,,12
9131,2002,12,Georgia,7,31,,Mississippi,,17
9132,2002,12,Illinois,,37,@,Wisconsin,,20
9133,2002,12,Iowa,6,62,,Northwestern,,10
9134,2002,12,Kansas State,12,58,,Iowa State,21,7
9135,2002,12,Louisiana,,13,,Arkansas State,,10
9136,2002,12,Louisiana State,16,33,@,Kentucky,,30
9137,2002,12,Maryland,,24,,North Carolina State,14,21
9138,2002,12,Miami (FL),2,26,@,Tennessee,,3
9139,2002,12,Michigan,13,41,@,Minnesota,,24
9140,2002,12,Michigan State,,56,@,Indiana,,21
9141,2002,12,Nebraska,,45,,Kansas,,7
9142,2002,12,Nevada,,23,,Texas-El Paso,,17
9143,2002,12,New Mexico,,15,,San Diego State,,8
9144,2002,12,North Texas,,10,,Idaho,,0
9145,2002,12,Northern Illinois,,26,,Bowling Green State,20,17
9146,2002,12,Notre Dame,9,30,@,Navy,,23
9147,2002,12,Ohio,,27,,Akron,,10
9148,2002,12,Ohio State,3,10,@,Purdue,,6
9149,2002,12,Penn State,19,35,,Virginia,,14
9150,2002,12,Pittsburgh,22,29,,Temple,,22
9151,2002,12,San Jose State,,42,,Louisiana Tech,,30
9152,2002,12,South Florida,,31,,Memphis,,28
9153,2002,12,Southern California,10,49,@,Stanford,,17
9154,2002,12,Southern Mississippi,,20,@,Alabama-Birmingham,,13
9155,2002,12,Syracuse,,50,,Virginia Tech,8,42
9156,2002,12,Texas,4,41,,Baylor,,0
9157,2002,12,Texas A&M,,30,,Oklahoma,1,26
9158,2002,12,Texas Christian,,17,,Tulane,,10
9159,2002,12,Texas Tech,,49,,Oklahoma State,,24
9160,2002,12,Toledo,,44,,Central Michigan,,17
9161,2002,12,Troy,,24,,Florida A&M,,7
9162,2002,12,UCLA,,37,@,Arizona,,7
9163,2002,12,Utah,,28,,Nevada-Las Vegas,,17
9164,2002,12,Utah State,,32,,New Mexico State,,30
9165,2002,12,Washington,,41,,Oregon State,,29
9166,2002,12,Washington State,5,32,,Oregon,15,21
9167,2002,12,West Virginia,,24,,Boston College,,14
9168,2002,12,Western Michigan,,33,,Eastern Michigan,,31
9169,2002,13,Marshall,,36,,Miami (OH),,34
9170,2002,13,Louisville,,20,@,Southern Mississippi,,17
9171,2002,13,Air Force,,49,@,Nevada-Las Vegas,,32
9172,2002,13,Akron,,21,,Buffalo,,10
9173,2002,13,Alabama,10,31,@,Louisiana State,14,0
9174,2002,13,Alabama-Birmingham,,36,,East Carolina,,29
9175,2002,13,Arizona,,52,@,California,,41
9176,2002,13,Arkansas,,24,,Louisiana,,17
9177,2002,13,Arkansas State,,38,@,Idaho,,29
9178,2002,13,Army,,14,@,Tulane,,10
9179,2002,13,Ball State,,38,@,Central Michigan,,21
9180,2002,13,Boise State,,36,,Louisiana Tech,,10
9181,2002,13,Boston College,,41,,Syracuse,,20
9182,2002,13,Central Florida,,32,,Kent State,,6
9183,2002,13,Cincinnati,,47,,Houston,,14
9184,2002,13,Colorado,17,41,,Iowa State,,27
9185,2002,13,Colorado State,21,49,@,San Diego State,,21
9186,2002,13,Connecticut,,38,@,Navy,,0
9187,2002,13,Florida,20,28,,South Carolina,,7
9188,2002,13,Florida State,15,40,,North Carolina,,14
9189,2002,13,Fresno State,,38,,Nevada,,30
9190,2002,13,Georgia,7,24,@,Auburn,24,21
9191,2002,13,Georgia Tech,,17,,Duke,,2
9192,2002,13,Hawaii,,33,@,Rice,,28
9193,2002,13,Iowa,6,45,@,Minnesota,,21
9194,2002,13,Kansas State,11,49,,Nebraska,,13
9195,2002,13,Kentucky,,41,,Vanderbilt,,21
9196,2002,13,Maryland,19,30,@,Clemson,,12
9197,2002,13,Michigan,12,21,,Wisconsin,,14
9198,2002,13,Middle Tennessee State,,44,,Louisiana-Monroe,,28
9199,2002,13,Missouri,,33,@,Texas A&M,,27
9200,2002,13,New Mexico,,20,@,Brigham Young,,16
9201,2002,13,North Texas,,38,,New Mexico State,,27
9202,2002,13,Northern Illinois,,49,@,Eastern Michigan,,21
9203,2002,13,Ohio State,2,23,@,Illinois,,16
9204,2002,13,Oklahoma,4,49,@,Baylor,,9
9205,2002,13,Oklahoma State,,55,@,Kansas,,20
9206,2002,13,Oregon State,,31,@,Stanford,,21
9207,2002,13,Penn State,16,58,@,Indiana,,25
9208,2002,13,Purdue,,45,@,Michigan State,,42
9209,2002,13,San Jose State,,49,@,Tulsa,,38
9210,2002,13,South Florida,,29,,Bowling Green State,,7
9211,2002,13,Southern California,8,34,,Arizona State,,13
9212,2002,13,Southern Methodist,,42,@,Texas-El Paso,,35
9213,2002,13,Temple,,20,@,Rutgers,,17
9214,2002,13,Tennessee,,35,@,Mississippi State,,17
9215,2002,13,Texas Tech,,42,,Texas,4,38
9216,2002,13,Toledo,,42,@,Western Michigan,,21
9217,2002,13,Utah,,23,@,Wyoming,,18
9218,2002,13,Utah State,,19,@,Troy,,16
9219,2002,13,Virginia,,14,,North Carolina State,22,9
9220,2002,13,Washington,,42,@,Oregon,23,14
9221,2002,14,West Virginia,,21,@,Virginia Tech,13,18
9222,2002,14,Miami (FL),1,28,,Pittsburgh,17,21
9223,2002,14,Akron,,48,@,Kent State,,10
9224,2002,14,Arkansas,,26,@,Mississippi State,,19
9225,2002,14,Auburn,,17,@,Alabama,9,7
9226,2002,14,Ball State,,41,,Buffalo,,21
9227,2002,14,Boise State,23,44,@,Nevada,,7
9228,2002,14,Boston College,,36,@,Temple,,14
9229,2002,14,Bowling Green State,,63,,Eastern Michigan,,21
9230,2002,14,California,,30,,Stanford,,7
9231,2002,14,Central Florida,,48,@,Miami (OH),,31
9232,2002,14,Clemson,,27,,South Carolina,,20
9233,2002,14,Colorado State,20,22,,New Mexico,,14
9234,2002,14,Connecticut,,37,@,Iowa State,,20
9235,2002,14,East Carolina,,31,,Texas Christian,22,28
9236,2002,14,Fresno State,,19,@,San Jose State,,16
9237,2002,14,Hawaii,,20,,Cincinnati,,19
9238,2002,14,Illinois,,31,@,Northwestern,,24
9239,2002,14,Kansas State,10,38,@,Missouri,,0
9240,2002,14,Louisiana State,21,14,,Mississippi,,13
9241,2002,14,Louisiana Tech,,38,,Texas-El Paso,,24
9242,2002,14,Louisiana-Monroe,,34,,Louisiana,,10
9243,2002,14,Louisville,,41,,Alabama-Birmingham,,21
9244,2002,14,Marshall,,24,@,Ohio,,21
9245,2002,14,Memphis,,38,,Army,,10
9246,2002,14,New Mexico State,,35,@,Idaho,,31
9247,2002,14,North Carolina,,23,@,Duke,,21
9248,2002,14,North Carolina State,,17,,Florida State,14,7
9249,2002,14,North Texas,,30,@,Middle Tennessee State,,20
9250,2002,14,Notre Dame,8,42,,Rutgers,,0
9251,2002,14,Ohio State,2,14,,Michigan,12,9
9252,2002,14,Oklahoma,4,60,,Texas Tech,24,15
9253,2002,14,Oklahoma State,,63,,Baylor,,28
9254,2002,14,Oregon State,,45,,Oregon,,24
9255,2002,14,Penn State,15,61,,Michigan State,,7
9256,2002,14,Purdue,,34,,Indiana,,10
9257,2002,14,San Diego State,,38,@,Air Force,,34
9258,2002,14,South Florida,,32,@,Houston,,14
9259,2002,14,Southern California,7,52,@,UCLA,25,21
9260,2002,14,Southern Methodist,,24,,Tulsa,,21
9261,2002,14,Tennessee,,24,@,Vanderbilt,,0
9262,2002,14,Toledo,,33,@,Northern Illinois,,30
9263,2002,14,Tulane,,31,,Southern Mississippi,,10
9264,2002,14,Utah,,13,,Brigham Young,,6
9265,2002,14,Virginia,,48,,Maryland,18,13
9266,2002,14,Wake Forest,,30,,Navy,,27
9267,2002,14,Washington,,29,@,Washington State,3,26
9268,2002,14,Western Michigan,,35,@,Central Michigan,,10
9269,2002,14,Wisconsin,,49,,Minnesota,,31
9270,2002,15,Mississippi,,24,,Mississippi State,,12
9271,2002,15,Arizona State,,34,@,Arizona,,20
9272,2002,15,Arkansas,,21,,Louisiana State,18,20
9273,2002,15,Colorado,13,28,@,Nebraska,,13
9274,2002,15,Texas,10,50,,Texas A&M,,20
9275,2002,15,Alabama,14,21,@,Hawaii,,16
9276,2002,15,Boston College,,44,,Rutgers,,14
9277,2002,15,Central Florida,,42,,Ohio,,32
9278,2002,15,Cincinnati,,31,,Alabama-Birmingham,,23
9279,2002,15,Florida State,23,31,,Florida,15,14
9280,2002,15,Georgia,5,51,,Georgia Tech,,7
9281,2002,15,Houston,,27,,Louisville,,10
9282,2002,15,Marshall,,38,,Ball State,,14
9283,2002,15,Maryland,25,32,,Wake Forest,,14
9284,2002,15,Miami (FL),1,49,@,Syracuse,,7
9285,2002,15,Middle Tennessee State,,45,,Utah State,,28
9286,2002,15,Nevada-Las Vegas,,36,@,Colorado State,16,33
9287,2002,15,New Mexico,,49,,Wyoming,,20
9288,2002,15,Oklahoma State,,38,,Oklahoma,3,28
9289,2002,15,Southern California,6,44,,Notre Dame,7,13
9290,2002,15,Southern Mississippi,,24,,East Carolina,,7
9291,2002,15,Tennessee,,24,,Kentucky,,0
9292,2002,15,Texas Christian,,27,,Memphis,,20
9293,2002,15,Toledo,,42,,Bowling Green State,,24
9294,2002,15,Virginia Tech,22,21,,Virginia,,9
9295,2002,15,West Virginia,24,24,@,Pittsburgh,17,17
9296,2002,16,Fresno State,,45,@,Louisiana Tech,,13
9297,2002,16,Cincinnati,,42,@,East Carolina,,26
9298,2002,16,Georgia,4,30,,Arkansas,22,3
9299,2002,16,Hawaii,,41,,San Diego State,,40
9300,2002,16,Marshall,,49,,Toledo,,45
9301,2002,16,Miami (FL),1,56,,Virginia Tech,18,45
9302,2002,16,Navy,,58,@,Army,,12
9303,2002,16,Oklahoma,8,29,,Colorado,12,7
9304,2002,16,Washington State,7,48,@,UCLA,,27
9305,2002,17,North Texas,,24,,Cincinnati,,19
9306,2002,17,Marshall,,38,,Louisville,,15
9307,2002,17,Texas Tech,,55,,Clemson,,15
9308,2002,18,Tulane,,36,@,Hawaii,,28
9309,2002,18,UCLA,,27,,New Mexico,,13
9310,2002,18,Boston College,,51,,Toledo,,25
9311,2002,18,Pittsburgh,24,38,,Oregon State,,13
9312,2002,18,Kansas State,6,34,,Arizona State,,27
9313,2002,18,Mississippi,,27,,Nebraska,,23
9314,2002,18,Oklahoma State,,33,,Southern Mississippi,,23
9315,2002,18,Virginia,,48,,West Virginia,15,22
9316,2002,18,Wisconsin,,31,,Colorado,14,28
9317,2002,19,Minnesota,,29,,Arkansas,25,14
9318,2002,19,Wake Forest,,38,,Oregon,,17
9319,2002,20,Boise State,18,34,,Iowa State,,16
9320,2002,20,Fresno State,,30,,Georgia Tech,,21
9321,2002,20,Maryland,20,30,,Tennessee,,3
9322,2002,20,Purdue,,34,,Washington,,24
9323,2002,20,Texas Christian,,17,,Colorado State,23,3
9324,2002,20,Virginia Tech,21,20,,Air Force,,13
9325,2002,20,Auburn,19,13,,Penn State,10,9
9326,2002,20,Georgia,4,26,,Florida State,16,13
9327,2002,20,Michigan,12,38,,Florida,22,30
9328,2002,20,North Carolina State,17,28,,Notre Dame,11,6
9329,2002,20,Oklahoma,8,34,,Washington State,7,14
9330,2002,20,Texas,9,35,,Louisiana State,,20
9331,2002,20,Southern California,5,38,,Iowa,3,17
9332,2002,20,Ohio State,2,31,,Miami (FL),1,24
9333,2003,1,Kansas State,7,42,,California,,28
9334,2003,1,San Jose State,,29,,Grambling State,,0
9335,2003,2,Ball State,,31,,Indiana State,,7
9336,2003,2,Bowling Green State,,63,,Eastern Kentucky,,13
9337,2003,2,Brigham Young,,24,,Georgia Tech,,13
9338,2003,2,Eastern Michigan,,28,,East Tennessee State,,21
9339,2003,2,Florida Atlantic,,20,@,Middle Tennessee State,,19
9340,2003,2,Kent State,,41,@,Akron,,38
9341,2003,2,Miami (FL),3,48,@,Louisiana Tech,,9
9342,2003,2,Northern Illinois,,20,,Maryland,15,13
9343,2003,2,Ohio,,17,,Southeast Missouri State,,3
9344,2003,2,Oregon State,,40,,Sacramento State,,7
9345,2003,2,Utah,,40,,Utah State,,20
9346,2003,2,Nevada-Las Vegas,,28,,Toledo,,18
9347,2003,2,Air Force,,49,,Wofford,,0
9348,2003,2,Alabama,,40,,South Florida,,17
9349,2003,2,Alabama-Birmingham,,24,@,Baylor,,19
9350,2003,2,Arizona,,42,,Texas-El Paso,,7
9351,2003,2,California,,34,,Southern Mississippi,,2
9352,2003,2,Colorado,,42,,Colorado State,23,35
9353,2003,2,Connecticut,,34,,Indiana,,10
9354,2003,2,Florida,,65,,San Jose State,,3
9355,2003,2,Florida State,13,37,@,North Carolina,,0
9356,2003,2,Georgia,11,30,@,Clemson,,0
9357,2003,2,Hawaii,,40,,Appalachian State,,17
9358,2003,2,Houston,,48,,Rice,,14
9359,2003,2,Iowa,,21,,Miami (OH),,3
9360,2003,2,Iowa State,,17,,Northern Iowa,,10
9361,2003,2,Kansas State,7,41,,Troy,,5
9362,2003,2,Louisiana State,14,49,,Louisiana-Monroe,,7
9363,2003,2,Marshall,,45,,Hofstra,,21
9364,2003,2,Memphis,,40,,Tennessee Tech,,10
9365,2003,2,Michigan,4,45,,Central Michigan,,7
9366,2003,2,Michigan State,,26,,Western Michigan,,21
9367,2003,2,Minnesota,,49,,Tulsa,,10
9368,2003,2,Mississippi,,24,@,Vanderbilt,,21
9369,2003,2,Missouri,,22,,Illinois,,15
9370,2003,2,Navy,,37,,Virginia Military Institute,,10
9371,2003,2,Nebraska,,17,,Oklahoma State,24,7
9372,2003,2,Nevada,,24,,Southern Utah,,23
9373,2003,2,New Mexico,,72,,Texas State,,8
9374,2003,2,North Carolina State,16,59,,Western Carolina,,20
9375,2003,2,Northwestern,,28,@,Kansas,,20
9376,2003,2,Ohio State,2,28,,Washington,17,9
9377,2003,2,Oklahoma,1,37,,North Texas,,3
9378,2003,2,Oregon,,42,@,Mississippi State,,34
9379,2003,2,Penn State,,23,,Temple,,10
9380,2003,2,Rutgers,,24,,Buffalo,,10
9381,2003,2,San Diego State,,19,,Eastern Washington,,9
9382,2003,2,South Carolina,,14,,Louisiana,,7
9383,2003,2,Southern California,8,23,@,Auburn,6,0
9384,2003,2,Tennessee,12,24,,Fresno State,,6
9385,2003,2,Texas A&M,,26,,Arkansas State,,11
9386,2003,2,Texas Tech,,58,,Southern Methodist,,10
9387,2003,2,Virginia,18,27,,Duke,,0
9388,2003,2,Wake Forest,,32,@,Boston College,,28
9389,2003,2,Washington State,,25,,Idaho,,0
9390,2003,2,Wisconsin,21,24,@,West Virginia,,17
9391,2003,2,Wyoming,,21,,Montana State,,10
9392,2003,2,Louisville,,40,@,Kentucky,,24
9393,2003,2,Texas,5,66,,New Mexico State,,7
9394,2003,2,Virginia Tech,9,49,,Central Florida,,28
9395,2003,2,Cincinnati,,40,,East Carolina,,3
9396,2003,2,Texas Christian,25,38,@,Tulane,,35
9397,2003,3,Southern Mississippi,,17,@,Alabama-Birmingham,,12
9398,2003,3,Western Illinois,,34,@,Eastern Michigan,,12
9399,2003,3,Fresno State,,16,,Oregon State,,14
9400,2003,3,Air Force,,22,@,Northwestern,,21
9401,2003,3,Arizona State,20,34,,Northern Arizona,,14
9402,2003,3,Arkansas,,45,,Tulsa,,13
9403,2003,3,Arkansas State,,63,,Tennessee-Martin,,6
9404,2003,3,Boise State,,62,,Idaho State,,0
9405,2003,3,Boston College,,27,@,Penn State,,14
9406,2003,3,Bowling Green State,,27,@,Purdue,16,26
9407,2003,3,Cal Poly,,34,@,Texas-El Paso,,13
9408,2003,3,Central Michigan,,40,,New Hampshire,,33
9409,2003,3,Clemson,,28,,Furman,,17
9410,2003,3,Colorado,24,16,,UCLA,,14
9411,2003,3,Colorado State,,23,@,California,,21
9412,2003,3,Connecticut,,48,@,Army,,21
9413,2003,3,Duke,,29,,Western Carolina,,3
9414,2003,3,Eastern Washington,,8,@,Idaho,,5
9415,2003,3,Florida State,11,35,,Maryland,,10
9416,2003,3,Georgia,8,29,,Middle Tennessee State,,10
9417,2003,3,Georgia Tech,,17,,Auburn,17,3
9418,2003,3,Illinois,,49,,Illinois State,,22
9419,2003,3,Iowa,,56,,Buffalo,,7
9420,2003,3,Iowa State,,48,,Ohio,,20
9421,2003,3,Kansas,,46,,Nevada-Las Vegas,,24
9422,2003,3,Kansas State,7,55,,McNeese State,,14
9423,2003,3,Kentucky,,37,,Murray State,,6
9424,2003,3,Louisiana State,13,59,@,Arizona,,13
9425,2003,3,Louisiana Tech,,34,@,Louisiana,,3
9426,2003,3,Memphis,,44,,Mississippi,,34
9427,2003,3,Miami (FL),3,38,,Florida,21,33
9428,2003,3,Michigan,5,50,,Houston,,3
9429,2003,3,Michigan State,,44,,Rutgers,,28
9430,2003,3,Minnesota,,48,,Troy,,7
9431,2003,3,Missouri,,35,@,Ball State,,7
9432,2003,3,Nebraska,23,31,,Utah State,,7
9433,2003,3,New Mexico State,,48,,Western New Mexico,,3
9434,2003,3,North Texas,,52,,Baylor,,14
9435,2003,3,Northern Illinois,,42,,Tennessee Tech,,17
9436,2003,3,Notre Dame,19,29,,Washington State,,26
9437,2003,3,Ohio State,2,16,,San Diego State,,13
9438,2003,3,Oklahoma,1,20,@,Alabama,,13
9439,2003,3,Oklahoma State,,48,,Wyoming,,24
9440,2003,3,Oregon,,31,,Nevada,,23
9441,2003,3,Pittsburgh,10,43,,Kent State,,3
9442,2003,3,South Carolina,,31,,Virginia,15,7
9443,2003,3,South Florida,,27,,Nicholls State,,17
9444,2003,3,Southern California,4,35,,Brigham Young,,18
9445,2003,3,Stanford,,31,,San Jose State,,10
9446,2003,3,Stephen F. Austin,,23,@,Louisiana-Monroe,,21
9447,2003,3,Syracuse,,49,@,North Carolina,,47
9448,2003,3,Tennessee,12,34,,Marshall,,24
