,season,week,winner,w_rank,w_pts,home_away,loser,l_rank,l_pts
521,1989,11,Purdue,,46,,Northwestern,,15
522,1989,11,San Diego State,,27,,Wyoming,,17
523,1989,11,San Jose State,,33,@,Utah State,,7
524,1989,11,South Carolina,,27,@,North Carolina,,20
525,1989,11,Southern California,9,24,@,Arizona,25,3
526,1989,11,Syracuse,,38,@,Navy,,17
527,1989,11,Tennessee,11,52,,Akron,,9
528,1989,11,Texas Tech,23,37,,Texas Christian,,7
529,1989,11,Utah,,41,,New Mexico,,39
530,1989,11,Virginia,18,32,,Virginia Tech,,25
531,1989,11,Wake Forest,,29,,Tulsa,,17
532,1989,11,Washington,,51,@,Oregon State,,14
533,1989,11,West Virginia,19,21,,Rutgers,,20
534,1989,12,Alabama,4,37,,Southern Mississippi,,14
535,1989,12,Army,,59,,Colgate,,14
536,1989,12,Auburn,11,20,@,Georgia,,3
537,1989,12,Ball State,,33,@,Ohio,,14
538,1989,12,Brigham Young,21,70,,Utah,,31
539,1989,12,Cal State Fullerton,,28,@,San Jose State,,14
540,1989,12,Clemson,15,45,@,South Carolina,,0
541,1989,12,Colorado,2,59,@,Kansas State,,11
542,1989,12,Delaware,,10,,Navy,,9
543,1989,12,Duke,25,41,@,North Carolina,,0
544,1989,12,Florida,,38,,Kentucky,,28
545,1989,12,Florida State,5,57,,Memphis,,20
546,1989,12,Georgia Tech,,43,,Wake Forest,,14
547,1989,12,Illinois,12,41,,Indiana,,28
548,1989,12,Iowa,,24,@,Purdue,,0
549,1989,12,Iowa State,,31,@,Oklahoma State,,21
550,1989,12,Kansas,,46,@,Missouri,,44
551,1989,12,Louisiana,,29,,Arkansas State,,28
552,1989,12,Louisiana State,,44,,Mississippi State,,20
553,1989,12,Louisville,,36,@,Boston College,,22
554,1989,12,Miami (FL),7,42,,San Diego State,,6
555,1989,12,Michigan,3,49,@,Minnesota,,15
556,1989,12,Michigan State,,76,,Northwestern,,14
557,1989,12,Nebraska,6,42,,Oklahoma,,25
558,1989,12,New Mexico,,45,,Fresno State,23,22
559,1989,12,Northern Illinois,,56,@,Cincinnati,,3
560,1989,12,Notre Dame,1,34,@,Penn State,17,23
561,1989,12,Ohio State,22,42,,Wisconsin,,22
562,1989,12,Oregon,,30,,Oregon State,,21
563,1989,12,Pacific,,14,@,New Mexico State,,10
564,1989,12,Pittsburgh,19,47,,East Carolina,,42
565,1989,12,Rice,,6,@,Baylor,,3
566,1989,12,Stanford,,24,,California,,14
567,1989,12,Temple,,36,,Rutgers,,33
568,1989,12,Tennessee,9,33,,Mississippi,,21
569,1989,12,Texas,,31,,Texas Christian,,17
570,1989,12,Texas Tech,20,48,@,Southern Methodist,,24
571,1989,12,Toledo,,29,,Central Michigan,,6
572,1989,12,Tulane,,37,@,Vanderbilt,,13
573,1989,12,Tulsa,,45,,Bowling Green State,,10
574,1989,12,UCLA,,10,@,Southern California,8,10
575,1989,12,Utah State,,27,@,Nevada-Las Vegas,,22
576,1989,12,Virginia,16,48,@,Maryland,,21
577,1989,12,Virginia Tech,,25,@,North Carolina State,,23
578,1989,12,Washington,,20,,Washington State,,9
579,1989,12,Western Michigan,,14,@,Miami (OH),,7
580,1989,12,Wyoming,,41,,Texas-El Paso,,10
581,1989,13,West Virginia,17,24,@,Syracuse,,17
582,1989,13,Arkansas,9,23,@,Texas A&M,14,22
583,1989,13,Air Force,,42,@,Utah,,38
584,1989,13,Arizona,,28,@,Arizona State,,10
585,1989,13,Baylor,,50,@,Texas,,7
586,1989,13,Brigham Young,21,48,@,San Diego State,,27
587,1989,13,Georgia Tech,,13,,Boston College,,12
588,1989,13,Hawaii,24,23,,Oregon State,,21
589,1989,13,Houston,13,40,,Texas Tech,18,24
590,1989,13,Illinois,11,63,@,Northwestern,,14
591,1989,13,Long Beach State,,31,,Utah State,,18
592,1989,13,Louisiana State,,27,@,Tulane,,7
593,1989,13,Miami (FL),7,27,,Notre Dame,1,10
594,1989,13,Michigan,3,28,,Ohio State,20,18
595,1989,13,Michigan State,25,31,@,Wisconsin,,3
596,1989,13,Minnesota,,43,@,Iowa,,7
597,1989,13,Mississippi,,21,,Mississippi State,,11
598,1989,13,Penn State,22,16,@,Pittsburgh,19,13
599,1989,13,Purdue,,15,@,Indiana,,14
600,1989,13,San Jose State,,38,,Nevada-Las Vegas,,28
601,1989,13,Southern Mississippi,,41,,East Carolina,,27
602,1989,13,Tennessee,8,31,@,Kentucky,,10
603,1989,14,Arkansas,9,38,,Southern Methodist,,24
604,1989,14,Auburn,11,30,,Alabama,2,20
605,1989,14,Florida State,6,24,@,Florida,,17
606,1989,14,Georgia Tech,,33,,Georgia,,22
607,1989,14,Houston,13,64,@,Rice,,0
608,1989,14,Pittsburgh,24,46,,Rutgers,,29
609,1989,14,Tennessee,8,17,,Vanderbilt,,10
610,1989,14,Texas A&M,16,21,,Texas,,10
611,1989,14,Syracuse,,24,,Louisville,,13
612,1989,15,Air Force,,35,@,Hawaii,23,35
613,1989,15,Fresno State,,27,,Ball State,,6
614,1989,15,Navy,,19,@,Army,,17
615,1989,16,Oregon,,27,,Tulsa,,24
616,1989,17,Michigan State,22,33,@,Hawaii,25,13
617,1989,18,Mississippi,,42,,Air Force,,29
618,1989,18,Texas Tech,24,49,,Duke,20,21
619,1989,18,Penn State,18,50,,Brigham Young,19,39
620,1989,18,Clemson,14,27,,West Virginia,17,7
621,1989,18,Pittsburgh,23,31,,Texas A&M,16,28
622,1989,18,Syracuse,,19,,Georgia,,18
623,1989,18,Washington,,34,,Florida,,7
624,1989,18,Arizona,,17,,North Carolina State,,10
625,1989,19,Auburn,9,31,,Ohio State,21,14
626,1989,19,Florida State,5,41,,Nebraska,6,17
627,1989,19,Illinois,11,31,,Virginia,15,21
628,1989,19,Miami (FL),2,33,,Alabama,7,25
629,1989,19,Notre Dame,4,21,,Colorado,1,6
630,1989,19,Southern California,12,17,,Michigan,3,10
631,1989,19,Tennessee,8,31,,Arkansas,10,27
632,1990,1,Tennessee,8,31,@,Colorado,5,31
633,1990,2,Southern California,9,34,,Syracuse,,16
634,1990,2,Akron,,17,,Illinois State,,7
635,1990,2,Arkansas State,,24,@,Memphis,,24
636,1990,2,Brigham Young,16,30,@,Texas-El Paso,,10
637,1990,2,Cal State Fullerton,,38,,Sonoma State,,24
638,1990,2,Clemson,10,59,,Long Beach State,,0
639,1990,2,Colorado State,,35,@,Air Force,,33
640,1990,2,East Carolina,,27,,Louisiana Tech,,17
641,1990,2,Fresno State,,41,,Eastern Michigan,,10
642,1990,2,Kentucky,,20,,Central Michigan,,17
643,1990,2,Louisiana,,48,@,Tulane,,6
644,1990,2,Louisville,,10,@,San Jose State,,10
645,1990,2,Maryland,,20,,Virginia Tech,,13
646,1990,2,Missouri State,,31,@,Nevada-Las Vegas,,24
647,1990,2,Montana,,22,@,Oregon State,,15
648,1990,2,Nebraska,7,13,,Baylor,,0
649,1990,2,New Mexico,,29,@,New Mexico State,,12
650,1990,2,North Carolina,,34,,Miami (OH),,0
651,1990,2,North Carolina State,,67,,Western Carolina,,0
652,1990,2,Northern Illinois,,28,,Eastern Illinois,,17
653,1990,2,Oklahoma State,,10,,Tulsa,,3
654,1990,2,Pittsburgh,18,35,,Ohio,,3
655,1990,2,Rice,,33,,Wake Forest,,17
656,1990,2,South Carolina,,21,,Duke,,10
657,1990,2,Southern Mississippi,,12,,Delta State,,0
658,1990,2,Tennessee,8,55,,Pacific,,7
659,1990,2,Texas A&M,13,28,@,Hawaii,,13
660,1990,2,Utah,,19,@,Utah State,,0
661,1990,2,Virginia,15,59,@,Kansas,,10
662,1990,2,Washington State,,21,@,Texas Christian,,3
663,1990,2,West Virginia,25,35,,Kent State,,24
664,1990,2,Wyoming,,38,,Temple,,23
665,1990,2,Bowling Green State,,34,@,Cincinnati,,20
666,1990,3,Colorado,6,21,,Stanford,,17
667,1990,3,Air Force,,27,,Hawaii,,3
668,1990,3,Akron,,38,@,Kent State,,10
669,1990,3,Arizona,,28,,Illinois,11,16
670,1990,3,Arizona State,,34,,Baylor,,13
671,1990,3,Arkansas State,,23,,Louisiana-Monroe,,18
672,1990,3,Auburn,3,38,,Cal State Fullerton,,17
673,1990,3,Ball State,,13,@,Illinois State,,3
674,1990,3,Brigham Young,16,28,,Miami (FL),1,21
675,1990,3,California,,28,@,Wisconsin,,12
676,1990,3,Central Michigan,,34,,Cincinnati,,0
677,1990,3,Colorado State,,41,,Montana State,,5
678,1990,3,Duke,,27,@,Northwestern,,24
679,1990,3,Eastern Michigan,,27,,Western Michigan,,24
680,1990,3,Florida,,50,,Oklahoma State,,7
681,1990,3,Florida State,3,45,,East Carolina,,24
682,1990,3,Fresno State,,24,,New Mexico,,17
683,1990,3,Georgia Tech,,21,,North Carolina State,,13
684,1990,3,Houston,24,37,,Nevada-Las Vegas,,9
685,1990,3,Iowa State,,35,,Northern Iowa,,6
686,1990,3,Kansas,,38,,Oregon State,,12
687,1990,3,Kansas State,,27,,Western Illinois,,6
688,1990,3,Louisiana,,24,,Nicholls State,,21
689,1990,3,Louisiana State,,18,,Georgia,,13
690,1990,3,Louisiana Tech,,51,@,McNeese State,,3
691,1990,3,Louisville,,68,,Murray State,,0
692,1990,3,Maryland,,14,@,West Virginia,25,10
693,1990,3,Mississippi,,23,,Memphis,,21
694,1990,3,Navy,,28,,Richmond,,17
695,1990,3,Nebraska,10,60,,Northern Illinois,,14
696,1990,3,Ohio State,18,17,,Texas Tech,,10
697,1990,3,Oklahoma,23,34,@,UCLA,19,14
698,1990,3,Oregon,,42,,San Diego State,,21
699,1990,3,Pacific,,41,,Sacramento State,,33
700,1990,3,Pittsburgh,17,29,,Boston College,,6
701,1990,3,Rutgers,,24,,Kentucky,,8
702,1990,3,South Carolina,,27,,North Carolina,,5
703,1990,3,Southern Methodist,,44,,Vanderbilt,,7
704,1990,3,Southern Mississippi,,27,@,Alabama,13,24
705,1990,3,Syracuse,,19,,Temple,,9
706,1990,3,Tennessee,8,40,@,Mississippi State,,7
707,1990,3,Texas,,17,@,Penn State,21,13
708,1990,3,Texas Christian,,20,@,Missouri,,19
709,1990,3,Texas-El Paso,,27,,New Mexico State,,24
710,1990,3,Toledo,,20,@,Miami (OH),,14
711,1990,3,Tulane,,21,@,Rice,,10
712,1990,3,Tulsa,,41,,Missouri State,,28
713,1990,3,Utah,,35,@,Minnesota,,29
714,1990,3,Utah State,,27,,Long Beach State,,13
715,1990,3,Virginia,14,20,,Clemson,9,7
716,1990,3,Virginia Tech,,21,,Bowling Green State,,7
717,1990,3,Wake Forest,,23,,Appalachian State,,12
718,1990,3,Washington,20,20,,San Jose State,,17
719,1990,3,Wyoming,,34,@,Washington State,,13
720,1990,4,Houston,18,51,@,Texas Tech,,35
721,1990,4,Air Force,,10,,Citadel,,7
722,1990,4,Arizona,20,25,@,New Mexico,,10
723,1990,4,Arizona State,25,31,,Colorado State,,20
724,1990,4,Arkansas,15,28,,Tulsa,,3
725,1990,4,Army,,24,,Holy Cross,,7
726,1990,4,Auburn,2,24,@,Mississippi,,10
727,1990,4,Brigham Young,5,50,,Washington State,,36
728,1990,4,Central Michigan,,14,@,Akron,,14
729,1990,4,Clemson,16,18,@,Maryland,,17
730,1990,4,Eastern Michigan,,21,,Ohio,,18
731,1990,4,Florida,24,17,@,Alabama,,13
732,1990,4,Florida State,3,48,,Georgia Southern,,6
733,1990,4,Fresno State,,31,@,Utah,,7
734,1990,4,Georgia,,18,,Southern Mississippi,,17
735,1990,4,Illinois,21,23,,Colorado,9,22
736,1990,4,Indiana,,45,@,Kentucky,,24
737,1990,4,Iowa,,63,,Cincinnati,,10
738,1990,4,Kansas State,,52,,New Mexico State,,7
739,1990,4,Louisiana State,,35,,Miami (OH),,7
740,1990,4,Louisville,,28,,Kansas,,16
741,1990,4,Miami (FL),10,52,@,California,,24
742,1990,4,Michigan State,19,23,@,Syracuse,,23
743,1990,4,Minnesota,,20,,Iowa State,,16
744,1990,4,Mississippi State,,27,,Cal State Fullerton,,13
745,1990,4,Missouri,,45,,Utah State,,10
746,1990,4,Nevada-Las Vegas,,45,@,Oregon State,,20
747,1990,4,North Carolina,,48,,Connecticut,,21
748,1990,4,North Carolina State,,20,,Wake Forest,,15
749,1990,4,Notre Dame,1,28,,Michigan,4,24
750,1990,4,Ohio State,17,31,@,Boston College,,10
751,1990,4,Oklahoma,14,52,,Pittsburgh,13,10
752,1990,4,Oklahoma State,,33,,Northern Iowa,,23
753,1990,4,Oregon,,55,,Idaho,,23
754,1990,4,Rutgers,,28,,Colgate,,17
755,1990,4,San Diego State,,38,,Long Beach State,,20
756,1990,4,San Jose State,,28,@,Pacific,,14
757,1990,4,Southern California,6,19,,Penn State,,14
758,1990,4,Temple,,28,,Austin Peay,,0
759,1990,4,Tennessee,7,56,,Texas-El Paso,,0
760,1990,4,Texas A&M,12,63,,Louisiana,,14
761,1990,4,Toledo,,23,,Northern Illinois,,14
762,1990,4,Tulane,,43,,Southern Methodist,,7
763,1990,4,UCLA,,32,,Stanford,,31
764,1990,4,Virginia,11,56,,Navy,,14
765,1990,4,Virginia Tech,,24,@,East Carolina,,23
766,1990,4,Washington,22,20,@,Purdue,,14
767,1990,4,Western Michigan,,27,,Louisiana Tech,,21
768,1990,4,Wisconsin,,24,,Ball State,,7
769,1990,4,Wyoming,,34,,Arkansas State,,27
770,1990,5,Akron,,48,,Cal State Fullerton,,17
771,1990,5,Arizona,18,22,,Oregon,,17
772,1990,5,Army,,41,,Virginia Military Institute,,17
773,1990,5,Baylor,,13,,Sam Houston State,,9
774,1990,5,Brigham Young,4,62,,San Diego State,,34
775,1990,5,Central Michigan,,17,,Bowling Green State,,0
776,1990,5,Clemson,17,48,,Appalachian State,,0
777,1990,5,Colorado,20,29,@,Texas,22,22
778,1990,5,Colorado State,,38,,Texas-El Paso,,20
779,1990,5,East Carolina,,20,@,Louisiana,,10
780,1990,5,Florida,19,27,,Furman,,3
781,1990,5,Florida State,2,31,@,Tulane,,13
782,1990,5,Fresno State,,42,,New Mexico State,,3
783,1990,5,Georgia,,17,,Alabama,,16
784,1990,5,Georgia Tech,,44,,Chattanooga,,9
785,1990,5,Hawaii,,19,@,Utah,,7
786,1990,5,Illinois,15,56,,Southern Illinois,,21
787,1990,5,Indiana,,58,,Missouri,,7
788,1990,5,Iowa,,45,,Iowa State,,35
789,1990,5,Long Beach State,,28,,Pacific,,7
790,1990,5,Louisiana Tech,,40,,Arkansas State,,7
791,1990,5,Louisville,,9,@,West Virginia,,7
792,1990,5,Maryland,,13,,North Carolina State,,12
793,1990,5,Memphis,,37,,Central Florida,,28
794,1990,5,Miami (OH),,16,@,Cincinnati,,12
795,1990,5,Michigan,7,38,,UCLA,,15
796,1990,5,Mississippi,,21,@,Arkansas,13,17
797,1990,5,Mississippi State,,13,,Southern Mississippi,,10
798,1990,5,Navy,,23,,Villanova,,21
799,1990,5,Nebraska,8,56,,Minnesota,,0
800,1990,5,North Carolina,,16,,Kentucky,,13
801,1990,5,Northern Illinois,,42,,Kansas State,,35
802,1990,5,Notre Dame,1,20,@,Michigan State,24,19
803,1990,5,Ohio,,42,,Tennessee Tech,,32
804,1990,5,Oklahoma,11,52,,Tulsa,,10
805,1990,5,Penn State,,28,,Rutgers,,0
806,1990,5,Pittsburgh,25,20,@,Syracuse,,20
807,1990,5,Purdue,,41,,Indiana State,,13
808,1990,5,Rice,,31,,Northwestern,,14
809,1990,5,San Jose State,,47,@,Nevada-Las Vegas,,13
810,1990,5,South Carolina,,35,@,Virginia Tech,,24
811,1990,5,Stanford,,37,,Oregon State,,3
812,1990,5,Temple,,24,@,Wisconsin,,18
813,1990,5,Texas A&M,12,40,,North Texas,,8
814,1990,5,Texas Christian,,31,,Oklahoma State,,21
815,1990,5,Texas Tech,,34,@,New Mexico,,32
816,1990,5,Toledo,,28,@,Ball State,,16
817,1990,5,Vanderbilt,,24,,Louisiana State,,21
818,1990,5,Virginia,10,59,@,Duke,,0
819,1990,5,Washington,21,31,,Southern California,5,0
820,1990,5,Washington State,,41,,California,,31
821,1990,5,Western Michigan,,37,,Kent State,,10
822,1990,5,Wyoming,,24,,Air Force,,12
823,1990,5,Youngstown State,,24,,Eastern Michigan,,14
824,1990,6,Alabama,,59,,Vanderbilt,,28
825,1990,6,Arkansas,23,31,,Colorado State,,20
826,1990,6,Arkansas State,,20,@,Southern Illinois,,17
827,1990,6,Ball State,,16,,Bowling Green State,,6
828,1990,6,Baylor,,21,@,Texas Tech,,15
829,1990,6,Boston College,,28,@,Navy,,17
830,1990,6,California,,30,@,Arizona,16,25
831,1990,6,Central Michigan,,31,,Miami (OH),,7
832,1990,6,Cincinnati,,27,@,Kent State,,24
833,1990,6,Clemson,19,26,,Duke,,7
834,1990,6,Colorado,20,20,,Washington,12,14
835,1990,6,Florida,17,34,,Mississippi State,,21
836,1990,6,Florida State,2,39,,Virginia Tech,,28
837,1990,6,Fresno State,24,38,@,Cal State Fullerton,,3
838,1990,6,Georgia,,19,,East Carolina,,15
839,1990,6,Georgia Tech,,27,,South Carolina,25,6
840,1990,6,Houston,13,24,,Rice,,22
841,1990,6,Indiana,,37,,Eastern Michigan,,6
842,1990,6,Iowa State,,34,,Western Michigan,,20
843,1990,6,Kansas State,,38,,New Mexico,,6
844,1990,6,Long Beach State,,21,,Boise State,,20
845,1990,6,Louisiana State,,17,,Texas A&M,11,8
846,1990,6,Louisiana Tech,,24,,Louisiana,,10
847,1990,6,Memphis,,22,@,Tulsa,,10
848,1990,6,Miami (FL),10,48,,Iowa,,21
849,1990,6,Michigan,6,45,,Maryland,,17
850,1990,6,Michigan State,22,34,@,Rutgers,,10
851,1990,6,Mississippi,,31,,Tulane,,21
852,1990,6,Missouri,,30,,Arizona State,21,9
853,1990,6,Nebraska,8,31,,Oregon State,,7
854,1990,6,Nevada-Las Vegas,,37,@,Pacific,,28
855,1990,6,North Carolina State,,12,@,North Carolina,,9
856,1990,6,Northwestern,,24,,Northern Illinois,,7
857,1990,6,Notre Dame,1,37,,Purdue,,11
858,1990,6,Oklahoma,9,31,,Kansas,,17
859,1990,6,Oregon,,32,,Brigham Young,4,16
860,1990,6,San Diego State,,48,,Air Force,,18
861,1990,6,San Jose State,,29,@,Stanford,,23
862,1990,6,Southern California,18,35,@,Ohio State,15,26
863,1990,6,Southern Mississippi,,25,,Louisville,,13
864,1990,6,Tennessee,5,26,@,Auburn,3,26
865,1990,6,Texas Christian,,42,@,Southern Methodist,,21
866,1990,6,Texas-El Paso,,17,,Sam Houston State,,10
867,1990,6,Toledo,,27,@,Ohio,,20
868,1990,6,UCLA,,30,@,Washington State,,20
869,1990,6,Virginia,7,63,,William & Mary,,35
870,1990,6,Wake Forest,,52,,Army,,14
871,1990,6,West Virginia,,38,@,Pittsburgh,,24
872,1990,6,Wyoming,,28,@,Utah,,10
873,1990,6,Youngstown State,,28,,Akron,,23
874,1990,7,Air Force,,24,,Navy,,7
875,1990,7,Alabama,,25,@,Louisiana,,6
876,1990,7,Arizona,25,28,@,UCLA,,21
877,1990,7,Arkansas State,,16,,Northwestern State,,8
878,1990,7,Auburn,5,16,,Louisiana Tech,,14
879,1990,7,Boston College,,19,,Rutgers,,14
880,1990,7,California,,35,,San Jose State,,34
881,1990,7,Central Michigan,,42,@,Kent State,,0
882,1990,7,Clemson,16,34,,Georgia,,3
883,1990,7,Colorado,12,33,@,Missouri,,31
884,1990,7,Colorado State,,28,,Utah,,13
885,1990,7,Duke,,17,@,Army,,16
886,1990,7,Florida,10,34,,Louisiana State,,8
887,1990,7,Georgia Tech,23,31,@,Maryland,,3
888,1990,7,Hawaii,,44,,Maine,,3
889,1990,7,Houston,13,31,@,Baylor,,15
890,1990,7,Illinois,13,31,@,Ohio State,20,20
891,1990,7,Indiana,,42,@,Northwestern,,0
892,1990,7,Iowa,,12,@,Michigan State,18,7
893,1990,7,Kansas,,34,@,Iowa State,,34
894,1990,7,Long Beach State,,31,,New Mexico State,,27
895,1990,7,Louisville,,38,,Tulsa,,14
896,1990,7,Memphis,,21,,Tulane,,14
897,1990,7,Miami (FL),9,31,,Florida State,2,22
898,1990,7,Miami (OH),,24,,Ball State,,10
899,1990,7,Michigan,3,41,@,Wisconsin,,3
900,1990,7,Minnesota,,19,@,Purdue,,7
901,1990,7,Mississippi,,35,,Kentucky,,29
902,1990,7,Nebraska,8,45,@,Kansas State,,8
903,1990,7,Nevada-Las Vegas,,29,,Cal State Fullerton,,10
904,1990,7,New Mexico,,48,,Texas-El Paso,,28
905,1990,7,North Carolina,,31,@,Wake Forest,,24
906,1990,7,North Carolina State,,56,,Appalachian State,,0
907,1990,7,North Texas,,14,,Southern Methodist,,7
908,1990,7,Northern Illinois,,73,,Fresno State,24,18
909,1990,7,Ohio,,10,@,Bowling Green State,,10
910,1990,7,Oklahoma,7,31,@,Oklahoma State,,17
911,1990,7,Oregon,22,52,,Utah State,,7
912,1990,7,Penn State,,48,,Temple,,10
913,1990,7,Southern California,15,30,,Washington State,,17
914,1990,7,Southern Mississippi,,16,@,East Carolina,,7
915,1990,7,Stanford,,36,@,Notre Dame,1,31
916,1990,7,Syracuse,,49,@,Vanderbilt,,14
917,1990,7,Texas,,26,@,Rice,,10
918,1990,7,Texas A&M,19,28,,Texas Tech,,24
919,1990,7,Texas Christian,,54,@,Arkansas,21,26
920,1990,7,Toledo,,37,,Eastern Michigan,,23
921,1990,7,Virginia Tech,,26,,West Virginia,,21
922,1990,7,Washington,17,42,@,Arizona State,,14
923,1990,7,Western Michigan,,24,@,Akron,,20
924,1990,7,Wyoming,,52,,San Diego State,,51
925,1990,8,Auburn,6,56,,Vanderbilt,,6
926,1990,8,Ball State,,31,,Kent State,,0
927,1990,8,Baylor,,52,,Southern Methodist,,17
928,1990,8,Boston College,,41,,Army,,20
929,1990,8,Brigham Young,13,52,,Colorado State,,9
930,1990,8,California,,31,@,Arizona State,,24
931,1990,8,Central Michigan,,20,,Western Michigan,,13
932,1990,8,Colorado,14,28,,Iowa State,,12
933,1990,8,Duke,,49,,Western Carolina,,18
934,1990,8,Georgia Tech,18,21,,Clemson,15,19
935,1990,8,Houston,12,36,,Texas A&M,20,31
936,1990,8,Illinois,11,34,,Purdue,,0
937,1990,8,Iowa,25,30,,Wisconsin,,10
938,1990,8,Kansas State,,23,,Oklahoma State,,17
939,1990,8,Kentucky,,17,,Mississippi State,,15
940,1990,8,Louisiana Tech,,35,@,Tulsa,,21
941,1990,8,Louisville,,19,,Memphis,,17
942,1990,8,Maryland,,41,,Wake Forest,,13
943,1990,8,Miami (FL),3,34,,Kansas,,0
944,1990,8,Miami (OH),,40,@,Ohio,,18
945,1990,8,Michigan State,,28,@,Michigan,1,27
946,1990,8,Minnesota,,35,,Northwestern,,25
947,1990,8,Mississippi,24,28,@,Georgia,,12
948,1990,8,Navy,,17,,Akron,,13
949,1990,8,Nebraska,7,69,,Missouri,,21
950,1990,8,Nevada-Las Vegas,,24,@,New Mexico State,,20
951,1990,8,Northern Illinois,,35,,Arkansas State,,0
952,1990,8,Notre Dame,8,57,,Air Force,,27
953,1990,8,Ohio State,,27,@,Indiana,22,27
954,1990,8,Oregon State,,35,,Arizona,21,21
955,1990,8,Pacific,,67,@,Cal State Fullerton,,37
956,1990,8,Penn State,,27,,Syracuse,,21
957,1990,8,Pittsburgh,,45,,Rutgers,,21
958,1990,8,San Jose State,,46,,Long Beach State,,29
959,1990,8,South Carolina,,37,,East Carolina,,7
960,1990,8,Southern California,16,37,@,Stanford,,22
961,1990,8,Southern Mississippi,,20,@,Tulane,,14
962,1990,8,Tennessee,5,45,,Florida,9,3
963,1990,8,Texas,,14,,Oklahoma,4,13
964,1990,8,Texas Christian,,38,,Rice,,28
965,1990,8,Texas Tech,,49,@,Arkansas,,44
966,1990,8,Texas-El Paso,,12,,Hawaii,,10
967,1990,8,Toledo,,19,,Bowling Green State,,13
968,1990,8,UCLA,,45,,San Diego State,,31
969,1990,8,Utah State,,24,@,Fresno State,,24
970,1990,8,Virginia,2,31,,North Carolina State,,0
971,1990,8,Washington,17,38,,Oregon,19,17
972,1990,8,West Virginia,,28,,Cincinnati,,20
973,1990,8,Wyoming,23,25,,New Mexico,,22
974,1990,9,Alabama,,9,@,Tennessee,3,6
975,1990,9,Arizona,,35,@,Southern California,15,26
976,1990,9,Army,,56,,Lafayette,,0
977,1990,9,Auburn,5,20,,Florida State,7,17
978,1990,9,Baylor,,20,@,Texas A&M,25,20
979,1990,9,Bowling Green State,,25,,Eastern Michigan,,15
980,1990,9,California,,38,,UCLA,,31
981,1990,9,Central Michigan,,13,,Toledo,,12
982,1990,9,Citadel,,38,@,South Carolina,,35
983,1990,9,Clemson,22,24,@,North Carolina State,,17
984,1990,9,Colorado,14,41,@,Kansas,,10
985,1990,9,Colorado State,,47,,New Mexico,,7
986,1990,9,East Carolina,,56,,Cincinnati,,32
987,1990,9,Florida,17,59,,Akron,,0
988,1990,9,Fresno State,,28,,Long Beach State,,16
989,1990,9,Georgia,,39,,Vanderbilt,,28
990,1990,9,Georgia Tech,11,13,@,North Carolina,,13
991,1990,9,Hawaii,,45,,Cal State Fullerton,,21
992,1990,9,Houston,9,44,@,Southern Methodist,,17
993,1990,9,Illinois,8,15,,Michigan State,24,13
994,1990,9,Iowa,22,24,@,Michigan,10,23
995,1990,9,Iowa State,,33,@,Oklahoma,16,31
996,1990,9,Kent State,,44,,Ohio,,15
997,1990,9,Louisiana,,25,@,Tulsa,,13
998,1990,9,Louisiana State,,30,,Kentucky,,20
999,1990,9,Louisville,,27,@,Pittsburgh,,20
1000,1990,9,Maryland,,23,@,Duke,,20
1001,1990,9,Minnesota,,12,,Indiana,20,0
1002,1990,9,Mississippi,18,42,,Arkansas State,,13
1003,1990,9,Mississippi State,,38,@,Tulane,,17
1004,1990,9,Missouri,,31,,Kansas State,,10
1005,1990,9,Nebraska,4,31,,Oklahoma State,,3
1006,1990,9,Nevada,,26,@,Nevada-Las Vegas,,14
1007,1990,9,Northern Illinois,,49,,Murray State,,7
1008,1990,9,Northwestern,,44,,Wisconsin,,34
1009,1990,9,Notre Dame,6,29,,Miami (FL),2,20
1010,1990,9,Ohio State,,42,@,Purdue,,2
1011,1990,9,Oregon,,27,,Arizona State,,7
1012,1990,9,Pacific,,62,,New Mexico State,,24
1013,1990,9,Penn State,,40,@,Boston College,,21
1014,1990,9,Rice,,42,,Texas Tech,,21
1015,1990,9,San Jose State,,34,,Utah State,,27
1016,1990,9,Southern Mississippi,,23,,Memphis,,7
1017,1990,9,Syracuse,,42,,Rutgers,,0
1018,1990,9,Temple,,31,,Virginia Tech,,28
1019,1990,9,Texas,19,49,,Arkansas,,17
1020,1990,9,Utah,,37,,Texas-El Paso,,23
1021,1990,9,Virginia,1,49,@,Wake Forest,,14
1022,1990,9,Washington,13,52,@,Stanford,,16
1023,1990,9,Washington State,,55,@,Oregon State,,24
1024,1990,9,Western Michigan,,14,,Ball State,,13
1025,1990,9,Wyoming,21,21,,Weber State,,12
